TeamID,Season,GameID,ELO
24,1,5,1490.0
24,1,16,1480.0
24,1,26,1470.5585142891052
24,1,34,1461.6886457759504
24,1,42,1473.3359709255258
24,1,58,1464.4043374807588
24,1,59,1475.6532811177487
24,1,83,1486.1256813333748
24,1,97,1497.3620175701615
24,1,103,1508.1577064219755
24,1,111,1497.857547215825
24,1,120,1506.9196154509807
24,1,134,1516.596076578877
24,1,142,1505.7897765629784
24,1,143,1494.0228231411006
24,1,158,1485.1673309949165
24,1,169,1495.2384459030202
24,1,178,1503.2087924948185
24,1,188,1511.7783968129536
24,1,206,1519.43760189872
24,1,210,1527.4956983256582
24,1,216,1518.1744222237055
24,1,229,1525.2103802935467
24,1,245,1536.172689283633
24,1,249,1545.4017166355666
24,1,266,1536.61957929603
24,1,272,1544.3762720312602
24,1,283,1553.3893792707706
24,1,289,1542.636539772703
24,1,316,1552.0981396064046
24,1,323,1559.8229739500655
24,1,332,1551.2843192052205
24,1,344,1558.564988406888
24,1,350,1564.4855921500457
24,1,371,1552.8805452802385
24,1,380,1559.7490924661995
24,1,390,1569.5190802627014
24,1,396,1578.8791257343344
24,1,411,1563.843701682447
24,1,431,1552.8458891104385
24,1,432,1539.8235405137955
24,1,455,1546.7171431307443
24,1,470,1554.858016146888
24,1,476,1547.1783675162076
24,1,490,1536.767006176999
24,1,499,1542.6523520372377
24,1,510,1553.6001550698245
24,1,518,1560.6061674772889
24,1,531,1572.546150413846
24,1,538,1562.9131861106287
24,1,562,1555.2985033972054
24,1,573,1565.221903264898
24,1,581,1569.095931169649
24,1,592,1576.0035700328351
24,1,610,1585.838317579455
24,1,623,1590.680219233496
24,1,630,1582.4973503609754
24,1,639,1593.180194137077
24,1,645,1581.839273386592
24,1,664,1588.0512669218012
24,1,677,1575.1322216559904
24,1,694,1583.8085471784523
24,1,717,1576.162581712844
24,1,735,1583.615785135804
24,1,742,1587.1214523344142
24,1,755,1573.8434816247493
24,1,762,1579.255146697066
24,1,777,1586.8908818945242
24,1,791,1571.2312882314636
24,1,795,1559.1996099328578
24,1,815,1565.8493237202854
24,1,826,1576.9448904172025
24,1,842,1570.2207277096647
24,1,852,1577.159850011122
24,1,863,1564.3120426065386
24,1,880,1551.2149341502293
24,1,886,1558.2000314881886
24,1,901,1561.3074864567755
24,1,908,1548.7871088973084
24,1,914,1534.0597146627365
24,1,928,1543.1886844123935
24,1,941,1549.348134608727
24,1,950,1538.0893422986906
24,1,954,1547.4727287383027
24,1,959,1536.320323268201
24,1,968,1525.805215676261
24,2,1020,1528.6491442909949
24,2,1028,1532.9244883263946
24,2,1040,1522.2011060793754
24,2,1055,1511.044536089875
24,2,1070,1501.7997373527849
24,2,1077,1496.891201561361
24,2,1090,1486.5682728844597
24,2,1099,1495.8440745302885
24,2,1114,1506.5609720789055
24,2,1118,1514.066873974323
24,2,1134,1519.1896708633953
24,2,1150,1525.401966559156
24,2,1157,1533.832517810901
24,2,1162,1548.011365936495
24,2,1182,1555.804013074403
24,2,1187,1561.0928231613893
24,2,1190,1552.3949500210715
24,2,1198,1541.2741579872543
24,2,1209,1532.2337519514824
24,2,1220,1542.557681044892
24,2,1228,1551.2231258851398
24,2,1250,1558.6565105159277
24,2,1263,1565.942299251225
24,2,1268,1571.4377428052733
24,2,1284,1558.590833724895
24,2,1298,1544.1262766208981
24,2,1305,1551.306726315186
24,2,1315,1559.9357071934116
24,2,1326,1553.2375780190562
24,2,1338,1562.5354030274364
24,2,1352,1567.6948336162104
24,2,1382,1554.7704643404577
24,2,1384,1544.0350202371392
24,2,1398,1550.905474691697
24,2,1415,1542.2347384322716
24,2,1428,1551.694420593939
24,2,1440,1563.2554388601302
24,2,1448,1572.1651408153682
24,2,1461,1556.8138768375995
24,2,1466,1562.8774607180906
24,2,1493,1574.134923424262
24,2,1500,1561.9757516561763
24,2,1513,1570.9422462085558
24,2,1529,1556.4758868961803
24,2,1536,1566.25309367757
24,2,1546,1556.0631811387832
24,2,1557,1544.6068009774604
24,2,1567,1548.3068618465659
24,2,1579,1540.46223194798
24,2,1589,1546.876240799023
24,2,1602,1551.538380899951
24,2,1605,1543.9539282992275
24,2,1620,1553.6117252992574
24,2,1627,1564.873118183742
24,2,1635,1572.6139611871645
24,2,1652,1577.33720095852
24,2,1665,1582.2023109705353
24,2,1678,1593.5596473589794
24,2,1692,1602.7981808955506
24,2,1709,1605.165617982411
24,2,1720,1618.4592665453854
24,2,1732,1606.4590723613194
24,2,1739,1610.4565651910377
24,2,1750,1620.8758679904108
24,2,1766,1607.2389362639522
24,2,1779,1597.6423862103632
24,2,1784,1586.578920231658
24,2,1800,1591.4102852900808
24,2,1818,1580.0235646175215
24,2,1828,1585.3313892704264
24,2,1833,1588.2000178455432
24,2,1846,1590.98844666948
24,2,1855,1578.7071439101321
24,2,1862,1591.3994258279638
24,2,1881,1583.4016943002887
24,2,1892,1592.3016294872139
24,2,1896,1596.0217437975814
24,2,1910,1599.683775107307
24,2,1918,1588.0512140639446
24,2,1928,1591.7908074476702
24,2,1938,1603.1678319613543
24,2,1950,1606.9522485284417
24,2,1957,1616.02389128779
24,2,1965,1604.5807921761125
24,2,1980,1593.7879337151048
24,2,1985,1583.614711795706
24,3,2039,1569.058487287651
24,3,2049,1574.2055529941674
24,3,2078,1563.8975957370963
24,3,2090,1548.9700756422653
24,3,2099,1539.926589173296
24,3,2103,1544.445659700046
24,3,2117,1535.1819676182658
24,3,2128,1528.1317858050302
24,3,2141,1534.5976432754683
24,3,2145,1544.1300293272375
24,3,2169,1553.9119376971532
24,3,2182,1559.4596933777623
24,3,2185,1547.4247757770497
24,3,2198,1536.756956237931
24,3,2209,1542.8252834148486
24,3,2223,1533.1665921101958
24,3,2233,1538.9118056429272
24,3,2239,1524.957170763269
24,3,2250,1532.77720377591
24,3,2267,1539.7550004903162
24,3,2270,1544.6417448251618
24,3,2297,1532.2199173945394
24,3,2299,1540.4818844674517
24,3,2316,1551.860370268107
24,3,2332,1557.9953121655888
24,3,2341,1563.83402180505
24,3,2350,1548.0611476463869
24,3,2387,1553.0224231430418
24,3,2392,1544.2411642055536
24,3,2401,1549.3095005545758
24,3,2416,1538.787796120382
24,3,2426,1549.2561485986714
24,3,2439,1539.1009162321839
24,3,2456,1544.7329568513105
24,3,2462,1534.0356141458815
24,3,2473,1524.422750263413
24,3,2503,1515.5686808849
24,3,2511,1507.1414172394573
24,3,2520,1499.3310433116123
24,3,2539,1511.884972993108
24,3,2546,1518.5904476601497
24,3,2560,1522.7060342449074
24,3,2575,1515.5736208593412
24,3,2584,1521.5129555738895
24,3,2597,1531.845289675332
24,3,2610,1521.7718338849816
24,3,2633,1514.3483267810009
24,3,2652,1505.5786075675073
24,3,2656,1497.5949111690852
24,3,2672,1491.245785228668
24,3,2682,1485.8276078516026
24,3,2698,1491.3255482968696
24,3,2711,1503.8593765918067
24,3,2724,1507.4036885157836
24,3,2733,1517.8347008526778
24,3,2745,1504.3081849054022
24,3,2760,1509.253449463593
24,3,2763,1499.2206293800732
24,3,2787,1492.7486321444565
24,3,2804,1503.3034319154497
24,3,2806,1496.0197265273719
24,3,2817,1487.9973320887095
24,3,2832,1478.8315169989073
24,3,2840,1488.253529189847
24,3,2844,1479.381233683646
24,3,2864,1472.5097573126923
24,3,2871,1459.4317238797228
24,3,2886,1453.0083476931175
24,3,2899,1445.6634278602182
24,3,2914,1437.4362866095275
24,3,2917,1444.4255576002984
24,3,2930,1460.8531855114647
24,3,2943,1446.2409885167806
24,3,2956,1459.0890212544173
24,3,2966,1471.808743242657
24,3,2976,1477.1487452597432
24,3,2998,1482.5197143520154
24,3,3005,1475.674719907271
24,3,3022,1463.5085032574855
24,3,3036,1455.4768957637534
24,3,3040,1449.899417449758
24,3,3057,1458.8858680725223
24,3,3065,1453.534497711969
24,3,3077,1448.4211247900705
24,3,3084,1443.5285732031266
24,4,3125,1466.8290142057235
24,4,3146,1477.5107240880257
24,4,3149,1467.9071770594746
24,4,3162,1475.1153309035096
24,4,3173,1484.3924664946371
24,4,3189,1476.5760672626216
24,4,3196,1488.8110639163374
24,4,3209,1481.324892982112
24,4,3219,1494.2378573230892
24,4,3238,1505.1103003793128
24,4,3240,1516.9510478423952
24,4,3264,1522.6907095657666
24,4,3280,1537.3868675331203
24,4,3289,1543.0780529343347
24,4,3314,1550.0561356231312
24,4,3317,1539.9180586985321
24,4,3328,1548.64659384419
24,4,3332,1552.8642822512388
24,4,3348,1557.239305845021
24,4,3353,1548.4451889309478
24,4,3369,1536.8143338788175
24,4,3379,1542.5261175701964
24,4,3395,1529.5149093782354
24,4,3414,1540.0963472420465
24,4,3417,1548.2396333023285
24,4,3435,1537.1928077719049
24,4,3458,1527.0469858733381
24,4,3479,1518.2725868634966
24,4,3481,1527.2959598114135
24,4,3501,1531.9509389289678
24,4,3521,1543.252085530921
24,4,3533,1548.556771485917
24,4,3542,1553.626851881355
24,4,3568,1558.611784829118
24,4,3578,1551.8836421532233
24,4,3588,1557.1515970826488
24,4,3597,1566.2129357414192
24,4,3634,1570.2330924589153
24,4,3642,1580.1963556995208
24,4,3666,1589.1282477697607
24,4,3678,1595.079393491935
24,4,3687,1606.1096375550462
24,4,3694,1593.2528285186834
24,4,3715,1600.9222612871336
24,4,3725,1611.070928609052
24,4,3733,1602.405542482123
24,4,3761,1609.4364247526883
24,4,3770,1621.2750795749218
24,4,3783,1629.7147192133957
24,4,3798,1618.8614427929901
24,4,3810,1621.4080269041563
24,4,3818,1607.8175649886302
24,4,3829,1596.8515357934214
24,4,3851,1583.5037846809726
24,4,3859,1591.5732865395191
24,4,3871,1582.9241833549586
